   -0.4525642E-03    0.2664899E-02   -0.4750254E-03   -0.5512975E-01   -0.1083687E+00   -0.1764043E-01    0.9957074E+02    0.6203161E+01   -0.1115583E+03    0.1337701E+02    0.5756866E+02   -0.1442221E+01    0.2060443E-01    0.7521675E+00    0.5680525E+00   -0.2040298E-04    0.1424865E-02   -0.3069771E+00   -0.5540328E+00   -0.2751329E+00
    0.1668232E-04   -0.6363217E-04    0.3155943E-04   -0.4198124E-03   -0.1518378E-02   -0.1617889E-03   -0.6579856E+02   -0.7203105E+01    0.3709576E+01   -0.2342451E+01   -0.1442221E+01    0.7543979E+01    0.4539949E-01    0.2596676E+00   -0.3738786E-01    0.7458458E-06   -0.1210772E-03   -0.4474439E-01   -0.2815277E+00    0.2099529E+00
    0.3239713E-06   -0.2534181E-05    0.5191438E-06    0.1259353E-03    0.2722663E-03    0.4275438E-04   -0.7964628E+00   -0.1297742E+00    0.5159855E-01   -0.1698937E-02    0.2060443E-01    0.4539949E-01    0.6301120E-02   -0.5226905E-02    0.4418705E-02   -0.2915490E-07   -0.8010811E-05    0.3880619E-02   -0.1319547E-01    0.3989483E-02
   -0.8729753E-05    0.4415232E-04   -0.5596188E-05   -0.1251682E-02   -0.2539112E-02   -0.3973848E-03   -0.2817961E+00    0.1353346E+00   -0.1592512E+01    0.8465216E-01    0.7521675E+00    0.2596676E+00   -0.5226905E-02    0.5061718E-01   -0.4967942E-02   -0.1060783E-05    0.4113267E-04    0.1180805E-02   -0.1797968E-01   -0.4173722E-02
   -0.2116638E-05    0.1868238E-04   -0.4128019E-05   -0.1589729E-03   -0.2605206E-03   -0.5860936E-04    0.8089311E+00    0.4687851E-01   -0.9356315E+00    0.9653278E-01    0.5680525E+00   -0.3738786E-01    0.4418705E-02   -0.4967942E-02    0.1580943E-01   -0.5192056E-06   -0.1416272E-05   -0.2008172E-02   -0.2749170E-02    0.6687812E-02
    0.3128917E-08   -0.2441309E-07    0.2025872E-08   -0.7993692E-07   -0.1849581E-06    0.6078613E-08    0.8925243E-03    0.1833146E-04    0.1973104E-04   -0.1080896E-04   -0.2040298E-04    0.7458458E-06   -0.2915490E-07   -0.1060783E-05   -0.5192056E-06    0.1592167E-06    0.4682966E-08    0.1910605E-06    0.9708826E-05   -0.1848314E-04
   -0.1750871E-07    0.1692102E-06   -0.2638278E-07   -0.2119800E-05   -0.3276338E-05   -0.1931048E-06   -0.1539808E-02    0.1074901E-02   -0.2873794E-02   -0.4576871E-03    0.1424865E-02   -0.1210772E-03   -0.8010811E-05    0.4113267E-04   -0.1416272E-05    0.4682966E-08    0.1868055E-05   -0.7067891E-05   -0.2394226E-04    0.9836870E-04
    0.3777259E-05   -0.2445640E-04    0.4489293E-05    0.3212007E-03    0.6229285E-03    0.1357304E-03   -0.1398749E+00    0.1050735E+01    0.5510985E+00    0.1362172E+00   -0.3069771E+00   -0.4474439E-01    0.3880619E-02    0.1180805E-02   -0.2008172E-02    0.1910605E-06   -0.7067891E-05    0.8250501E-01    0.1391884E-01    0.1744002E-02
   -0.1018432E-03    0.4860136E-03   -0.6289330E-04   -0.1585990E-01   -0.3217570E-01   -0.4844306E-02   -0.1147533E+02   -0.1180711E+02   -0.1150518E+02   -0.2265805E+00   -0.5540328E+00   -0.2815277E+00   -0.1319547E-01   -0.1797968E-01   -0.2749170E-02    0.9708826E-05   -0.2394226E-04    0.1391884E-01    0.8037777E+01   -0.2108668E-01
   -0.2734312E-04    0.3086488E-03   -0.3668912E-04   -0.3213221E-02   -0.5054946E-02   -0.6699624E-03    0.1733752E+02    0.5634547E+00    0.1094816E+01   -0.3925065E+00   -0.2751329E+00    0.2099529E+00    0.3989483E-02   -0.4173722E-02    0.6687812E-02   -0.1848314E-04    0.9836870E-04    0.1744002E-02   -0.2108668E-01    0.3283499E+00
